K,P,dtype,fmt,F_bytes,X_bytes,read_ms,compute_ms,total_ms,s3_inreg_total_ms,s3_xreg_total_ms,s3_offcloud_total_ms
3000,500,float32,npy,36000128,6000128,12.435599928721786,13.167300028726459,25.602899957448244,90.36770962872646,845.1713960287265,3533.1877800287266
3000,500,float32,arrow_ipc,36000648,6000648,33.65790005773306,13.491699937731028,47.14959999546409,90.69377353773102,845.5124359377311,3533.5953799377307
3000,500,float32,parquet,50309272,8385012,136.153900064528,12.824499979615211,148.9784000441432,116.7353543796152,1111.9330439796151,4868.367219979615
3000,500,float64,npy,72000128,12000128,27.028100099414587,26.01839997805655,53.04650007747114,170.41880957805654,1530.0224959780564,6906.038879978056
3000,500,float64,arrow_ipc,72000648,12000648,69.88939992152154,25.663699954748154,95.5530998762697,170.06577355474815,1529.684435954748,6905.767379954748
3000,500,float64,parquet,86409152,14401650,159.82970013283193,24.56930000334978,184.3990001361817,195.8665832033498,1797.54213200335,8249.43346000335
