n,w,mode,iter_idx,elapsed_ms,vol_first,vol_last,vol_norm,max_rel_err,rss_mb
500,104,full,0,30.633199959993362,9.256271362304688,9.269307136535645,94.3998031616211,-1.0,0.0
500,104,full,1,30.868500005453825,9.256271362304688,9.269307136535645,94.3998031616211,-1.0,0.0
500,104,full,2,31.679799896664917,9.256271362304688,9.269307136535645,94.3998031616211,-1.0,0.0
500,104,full,3,30.435900087468326,9.256271362304688,9.269307136535645,94.3998031616211,-1.0,0.0
500,104,full,4,30.63339996151626,9.256271362304688,9.269307136535645,94.3998031616211,-1.0,0.0
500,104,approx-shared-k=30,0,0.03729993477463722,9.256271751371491,9.256271751371491,94.3958205667218,0.018782949436768153,0.0
500,104,approx-shared-k=30,1,0.02989999484270811,9.256271751371491,9.256271751371491,94.3958205667218,0.018782949436768153,0.0
500,104,approx-shared-k=30,2,0.025900080800056458,9.256271751371491,9.256271751371491,94.3958205667218,0.018782949436768153,0.0
500,104,approx-shared-k=30,3,0.027499976567924023,9.256271751371491,9.256271751371491,94.3958205667218,0.018782949436768153,0.0
500,104,approx-shared-k=30,4,0.022999942302703857,9.256271751371491,9.256271751371491,94.3958205667218,0.018782949436768153,0.0
500,104,approx-eig-k=10,0,1.808099914342165,5.664089202880859,5.6235151290893555,57.88330841064453,0.4096204936504364,0.0
500,104,approx-eig-k=10,1,1.7534000799059868,5.664089202880859,5.6235151290893555,57.88330841064453,0.4096204936504364,0.0
500,104,approx-eig-k=10,2,1.5769999008625746,5.664089202880859,5.6235151290893555,57.88330841064453,0.4096204936504364,0.0
500,104,approx-eig-k=10,3,1.6125000547617674,5.664089202880859,5.6235151290893555,57.88330841064453,0.4096204936504364,0.0
500,104,approx-eig-k=10,4,1.4482999686151743,5.664089202880859,5.6235151290893555,57.88330841064453,0.4096204936504364,0.0
500,104,approx-eig-k=30,0,2.5109000271186233,9.254250526428223,9.267234802246094,94.37914276123047,0.00024183024652302265,0.0
500,104,approx-eig-k=30,1,2.4600999895483255,9.254250526428223,9.267234802246094,94.37914276123047,0.00024183024652302265,0.0
500,104,approx-eig-k=30,2,2.410299959592521,9.254250526428223,9.267234802246094,94.37914276123047,0.00024183024652302265,0.0
500,104,approx-eig-k=30,3,2.3487999569624662,9.254250526428223,9.267234802246094,94.37914276123047,0.00024183024652302265,0.0
500,104,approx-eig-k=30,4,2.3171999491751194,9.254250526428223,9.267234802246094,94.37914276123047,0.00024183024652302265,0.0
500,104,approx-eig-k=50,0,2.973400056362152,9.254388809204102,9.267373085021973,94.38065338134766,0.00022674186038784683,0.0
500,104,approx-eig-k=50,1,2.982800011523068,9.254388809204102,9.267373085021973,94.38065338134766,0.00022674186038784683,0.0
500,104,approx-eig-k=50,2,3.233300056308508,9.254388809204102,9.267373085021973,94.38065338134766,0.00022674186038784683,0.0
500,104,approx-eig-k=50,3,3.089000005275011,9.254388809204102,9.267373085021973,94.38065338134766,0.00022674186038784683,0.0
500,104,approx-eig-k=50,4,3.002400044351816,9.254388809204102,9.267373085021973,94.38065338134766,0.00022674186038784683,0.0
500,104,approx-eig-k=100,0,5.229399888776243,9.254709243774414,9.267646789550781,94.38375091552734,0.0001969148579519242,0.0
500,104,approx-eig-k=100,1,5.184800014831126,9.254709243774414,9.267646789550781,94.38375091552734,0.0001969148579519242,0.0
500,104,approx-eig-k=100,2,4.966199980117381,9.254709243774414,9.267646789550781,94.38375091552734,0.0001969148579519242,0.0
