n,w,mode,iter_idx,elapsed_ms,vol_first,vol_last,vol_norm,rss_mb
4000,104,full,6,13695.069500012323,14.18359088897705,14.126741409301758,145.00306701660156,0.0
4000,104,full,7,13603.151399991475,14.18359088897705,14.126741409301758,145.00306701660156,0.0
4000,104,full,8,16291.520700091496,14.18359088897705,14.126741409301758,145.00306701660156,0.0
4000,104,full,9,15779.83180002775,14.18359088897705,14.126741409301758,145.00306701660156,0.0
4000,104,approx-k=30,0,0.08279993198812008,14.183590986944427,14.183590986944427,144.64481443049675,0.0
4000,104,approx-k=30,1,0.06719992961734533,14.183590986944427,14.183590986944427,144.64481443049675,0.0
4000,104,approx-k=30,2,0.04109996370971203,14.183590986944427,14.183590986944427,144.64481443049675,0.0
4000,104,approx-k=30,3,0.040199956856667995,14.183590986944427,14.183590986944427,144.64481443049675,0.0
4000,104,approx-k=30,4,0.039100064896047115,14.183590986944427,14.183590986944427,144.64481443049675,0.0
4000,104,approx-k=30,5,0.03869994543492794,14.183590986944427,14.183590986944427,144.64481443049675,0.0
4000,104,approx-k=30,6,0.036800047382712364,14.183590986944427,14.183590986944427,144.64481443049675,0.0
4000,104,approx-k=30,7,0.06860005669295788,14.183590986944427,14.183590986944427,144.64481443049675,0.0
4000,104,approx-k=30,8,0.07149996235966682,14.183590986944427,14.183590986944427,144.64481443049675,0.0
4000,104,approx-k=30,9,0.06729993037879467,14.183590986944427,14.183590986944427,144.64481443049675,0.0
